"Supplementary Table 2: NIRVS found in nine arthropod genomes. Following a reciprocal tBLASTn search against the NCBI non-redundant database, details of the virus of origin for each NIRVS were collated using published and unpublished metadata. Possible false positive hits are highlighted in yellow and have not been included in final NIRVS counts elsewhere in the manuscript.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Aedes aegypti chromosome 1,,,,,,,,,,,,,,,
Genomic scaffold accession,NIRVS ID,Hit start (nt),Hit end (nt),NIRVS length (nt),Pairwise identity with closest match,GenBank accession,Description ,E-value,Baltimore Class ,Order,Family,Genus,Viral region,Structural/non-structural,
AAAB01008807.1,AAAB01008807.1,8771346,8771945,599,26.10%,DQ458789,"Nam Dinh virus isolate 02VN178, complete genome",1.40E-11,IV,Nidovirales,Mesoniviridae,Alphamesonivirus,ORF1ab,Non-structural,
AAAB01006958.1,AAAB01006958.1,1314,2555,1241,38.10%,KX924631,"Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds",1.03E-92,V,Unassigned,Chuviridae,Unassigned,Glycoprotein,Structural,
AAAB01007514.1,AAAB01007514.1_1,27518,27811,293,39.80%,KX924631,"Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds",7.89E-14,V,Unassigned,Chuviridae,Unassigned,Glycoprotein,Structural,
AAAB01007514.1,AAAB01007514.1_2,37118,36825,-293,38.80%,KX924631,"Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds",5.75E-13,V,Unassigned,Chuviridae,Unassigned,Glycoprotein,Structural,
AAAB01008810.1 ,AAAB01008810.1 ,39820,40290,470,39.80%,KX924631,"Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds",3.84E-13,V,Unassigned,Chuviridae,Unassigned,Glycoprotein,Structural,
AAAB01008847.1,AAAB01008847.1_1,317918,318475,557,34.40%,KX924631,"Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds",2.92E-36,V,Unassigned,Chuviridae,Unassigned,Glycoprotein,Structural,
AAAB01008902.1,AAAB01008902.1,30967,30614,-353,40.40%,KX924631,"Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds",2.46E-13,V,Unassigned,Chuviridae,Unassigned,Glycoprotein,Structural,
AAAB01008948.1,AAAB01008948.1_7,498978,499238,260,40.70%,KX924631,"Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds",1.68E-09,V,Unassigned,Chuviridae,Unassigned,Glycoprotein,Structural,
AAAB01008962.1,AAAB01008962.1_1,372633,372028,-605,35.70%,KX924631,"Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds",1.79E-33,V,Unassigned,Chuviridae,Unassigned,Glycoprotein,Structural,
AAAB01008962.1,AAAB01008962.1_4,345767,346102,335,40.00%,KX924631,"Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds",7.79E-19,V,Unassigned,Chuviridae,Unassigned,Glycoprotein,Structural,
AAAB01005096.1,AAAB01005096.1_2,27294,27767,473,82.50%,MF344588,"Croada virus strain BR/MT-M07 glycoprotein gene, partial cds",3.31E-84,V,Mononegavirales,Unassigned,Unassigned,Glycoprotein,Structural,
AAAB01008847.1,AAAB01008847.1_3,318526,318762,236,82.80%,MF344588,"Croada virus strain BR/MT-M07 glycoprotein gene, partial cds",5.38E-33,V,Mononegavirales,Unassigned,Unassigned,Glycoprotein,Structural,
AAAB01008948.1,AAAB01008948.1_2,513040,513321,281,72.00%,MF344588,"Croada virus strain BR/MT-M07 glycoprotein gene, partial cds",3.68E-29,V,Mononegavirales,Unassigned,Unassigned,Glycoprotein,Structural,
AAAB01008948.1,AAAB01008948.1_3,499077,499508,431,66.70%,MF344588,"Croada virus strain BR/MT-M07 glycoprotein gene, partial cds",5.34E-35,V,Mononegavirales,Unassigned,Unassigned,Glycoprotein,Structural,
AAAB01008948.1,AAAB01008948.1_4,499744,500028,284,84.10%,MF344588,"Croada virus strain BR/MT-M07 glycoprotein gene, partial cds",2.26E-46,V,Mononegavirales,Unassigned,Unassigned,Glycoprotein,Structural,
AAAB01008948.1,AAAB01008948.1_5,508209,508679,470,83.90%,MF344588,"Croada virus strain BR/MT-M07 glycoprotein gene, partial cds",1.73E-79,V,Mononegavirales,Unassigned,Unassigned,Glycoprotein,Structural,
AAAB01008948.1,AAAB01008948.1_8,512861,513100,239,78.50%,MF344588,"Croada virus strain BR/MT-M07 glycoprotein gene, partial cds",1.19E-27,V,Mononegavirales,Unassigned,Unassigned,Glycoprotein,Structural,
AAAB01008962.1,AAAB01008962.1_2,349606,349872,266,65.70%,MF344596,"Cumbaru virus glycoprotein gene, partial cds",1.65E-29,V,Mononegavirales,Unassigned,Unassigned,Glycoprotein,Structural,
AAAB01008948.1,AAAB01008948.1_6,500006,500572,566,70.10%,MF344589,"Kaiowa virus strain BR/MT-M03 glycoprotein gene, partial cds",1.34E-64,V,Mononegavirales,Unassigned,Unassigned,Glycoprotein,Structural,
AAAB01008971.1,AAAB01008971.1,142634,142185,-449,54.30%,MF344589,"Kaiowa virus strain BR/MT-M03 glycoprotein gene, partial cds",1.50E-49,V,Mononegavirales,Unassigned,Unassigned,Glycoprotein,Structural,
AAAB01005096.1,AAAB01005096.1_1,26466,28397,1931,67.00%,MF344590,"Kaiowa virus strain BR/MT-M08 glycoprotein gene, partial cds",8.84E-180,V,Mononegavirales,Unassigned,Unassigned,Glycoprotein,Structural,
AAAB01008948.1,AAAB01008948.1_1,507420,509345,1925,62.20%,MF344590,"Kaiowa virus strain BR/MT-M08 glycoprotein gene, partial cds",1.27E-169,V,Mononegavirales,Unassigned,Unassigned,Glycoprotein,Structural,
AAAB01008962.1,AAAB01008962.1_3,349196,349621,425,60.30%,KT966481,"Kaiowa virus strain BrMS-MQ10 putative glycoprotein gene, partial cds",1.02E-56,V,Mononegavirales,Unassigned,Unassigned,Glycoprotein,Structural,
AAAB01008847.1,AAAB01008847.1_2,327442,327582,140,66.00%,KM817726,"Wuhan Mosquito Virus 1 strain WT3-15 glycoprotein precursor (G) gene, complete cds",2.22E-14,V,Bunyavirales,Phasmaviridae,Unassigned,Glycoprotein,Structural,
AAAB01008960.1,AAAB01008960.1,13524404,13524297,-107,55.90%,KM001087,"Phasi Charoen-like virus nucleocapsid gene, complete cds",1.86E-04,V,Bunyavirales,Phenuiviridae,Unassigned,Nucleocapsid,Structural,
,,,,,,,,,,,,,,,
Culicoides sonorensis,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,Characteristics of closest tBLASTn match,,,,,,,,,
Genomic scaffold accession,NIRVS ID,Hit start (nt),Hit end (nt),NIRVS length (nt),Pairwise identity with closest match,GenBank accession,Description ,E-value,Baltimore Class ,Order,Family,Genus,Viral region,Structural/non-structural,
OGVF02000090.1,OGVF02000090.1_1,6633,6190,-443,25.30%,KM817726,"Wuhan Mosquito Virus 1 strain WT3-15 glycoprotein precursor (G) gene, complete cds",1.38E-06,V,Bunyavirales,Phasmaviridae,Unassigned,Glycoprotein,Structural,
OGVF02000090.1,OGVF02000090.1_2,8721,8200,-521,30.70%,KX884787,"Hubei odonate virus 9 strain QTM74767 putative glycoprotein gene, complete cds",2.58E-07,V,Bunyavirales,Phasmaviridae,Unassigned,Glycoprotein,Structural,
OGVF02001412.1,OGVF02001412.1,7079,7411,332,27.80%,KM817726,"Wuhan Mosquito Virus 1 strain WT3-15 glycoprotein precursor (G) gene, complete cds",2.06E-06,V,Bunyavirales,Phasmaviridae,Unassigned,Glycoprotein,Structural,
OGVF02003214.1,OGVF02003214.1,6222,6530,308,35.20%,KC807173,"Kamphang Phet virus strain KP84-0192, complete genome",5.61E-09,IV,Nidovirales,Mesoniviridae,Alphamesonivirus,ORF1a,Non-structural,
OGVF02000842.1,OGVF02000842.1,5196,4198,-998,28.10%,KX884416,"Hubei coleoptera virus 3 strain QCM109726 putative glycoprotein, hypothetical protein, and RNA-dependent RNA polymerase genes, complete cds",6.87E-15,V,Unassigned,Chuviridae,Unassigned,Nucleoprotein,Structural,
,,,,,,,,,,,,,,,
Ixodes scapularis,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,Characteristics of closest tBLASTn match,,,,,,,,,
Genomic scaffold accession,NIRVS ID,Hit start (nt),Hit end (nt),NIRVS length (nt),Pairwise identity with closest match,GenBank accession,Description ,E-value,Baltimore Class ,Order,Family,Genus,Viral region,Structural/non-structural,Notes
DS629467,DS629467,657,1670,1013,78.70%,KJ746878,"South Bay virus isolate SBV-H-1 segment S, complete sequence",0,V,Bunyavirales,Nairoviridae,Orthonairovirus,Nucleoprotein,Structural,
DS647864,DS647864,1200,1763,563,60.10%,MF141045,"Norway nairovirus 1 isolate NOR/S5/Kilen/2014 nucleocapsid protein gene, complete cds",2.78E-71,V,Bunyavirales,Nairoviridae,Unassigned,Nucleoprotein,Structural,
DS655556,DS655556,2083,800,1283,79.00%,KJ746878,"South Bay virus isolate SBV-H-1 segment S, complete sequence",0,V,Bunyavirales,Nairoviridae,Orthonairovirus,Nucleoprotein,Structural,
DS671238,DS671238,3,425,422,84.40%,KJ746878,"South Bay virus isolate SBV-H-1 segment S, complete sequence",2.77E-77,V,Bunyavirales,Nairoviridae,Orthonairovirus,Nucleoprotein,Structural,
DS671639,DS671639_1,835,1068,233,64.10%,MF141041,"Norway nairovirus 1 isolate NOR/H3/Skanevik/2014 nucleocapsid protein gene, complete cds",4.84E-25,V,Bunyavirales,Nairoviridae,Unassigned,Nucleoprotein,Structural,
DS671639,DS671639_2,465,863,398,70.10%,KX184199,"South Bay virus isolate SC1 segment S, complete sequence",1.17E-51,V,Bunyavirales,Nairoviridae,Orthonairovirus,Nucleoprotein,Structural,
DS726735,DS726735,777,1865,1088,61.40%,KX184199,"South Bay virus isolate SC1 segment S, complete sequence",2.04E-145,V,Bunyavirales,Nairoviridae,Orthonairovirus,Nucleoprotein,Structural,
DS731648,DS731648_4,124390,125187,797,65.50%,KX184199,"South Bay virus isolate SC1 segment S, complete sequence",1.51E-118,V,Bunyavirales,Nairoviridae,Orthonairovirus,Nucleoprotein,Structural,
DS753437 ,DS753437 ,309,1100,791,63.60%,MF141041,"Norway nairovirus 1 isolate NOR/H3/Skanevik/2014 nucleocapsid protein gene, complete cds",1.49E-114,V,Bunyavirales,Nairoviridae,Unassigned,Nucleoprotein,Structural,
DS810239,DS810239_2,351,1931,1580,64.90%,KJ746878,"South Bay virus isolate SBV-H-1 segment S, complete sequence",0,V,Bunyavirales,Nairoviridae,Orthonairovirus,Nucleoprotein,Structural,
DS830656,DS830656_2,969,1214,245,79.00%,KX184199,"South Bay virus isolate SC1 segment S, complete sequence",1.06E-36,V,Bunyavirales,Nairoviridae,Orthonairovirus,Nucleoprotein,Structural,
DS876355,DS876355,714,1166,452,84.00%,KX184199,"South Bay virus isolate SC1 segment S, complete sequence",4.04E-82,V,Bunyavirales,Nairoviridae,Orthonairovirus,Nucleoprotein,Structural,
DS878446,DS878446_1,919,248,671,78.00%,KX184199,"South Bay virus isolate SC1 segment S, complete sequence",1.76E-116,V,Bunyavirales,Nairoviridae,Orthonairovirus,Nucleoprotein,Structural,
DS878446,DS878446_2,2104,929,1175,73.50%,KJ746878,"South Bay virus isolate SBV-H-1 segment S, complete sequence",0,V,Bunyavirales,Nairoviridae,Orthonairovirus,Nucleoprotein,Structural,
DS920824,DS920824,1402,2,1400,97.60%,KJ746878,"South Bay virus isolate SBV-H-1 segment S, complete sequence",0,V,Bunyavirales,Nairoviridae,Orthonairovirus,Nucleoprotein,Structural,
DS923722,DS923722,1303,2805,1502,79.40%,KJ746878,"South Bay virus isolate SBV-H-1 segment S, complete sequence",0.00E+00,V,Bunyavirales,Nairoviridae,Orthonairovirus,Nucleoprotein,Structural,
DS965057,DS965057_1,41600,41719,119,65.90%,KX184199,"South Bay virus isolate SC1 segment S, complete sequence",1.28E-07,V,Bunyavirales,Nairoviridae,Orthonairovirus,Nucleoprotein,Structural,
DS965057,DS965057_2,41386,41616,230,64.40%,MF141041,"Norway nairovirus 1 isolate NOR/H3/Skanevik/2014 nucleocapsid protein gene, complete cds",3.37E-25,V,Bunyavirales,Nairoviridae,Unassigned,Nucleoprotein,Structural,
DS642409,DS642409,9669,10193,524,46.90%,KX184201,"Blacklegged tick phlebovirus 1 isolate SC2 segment S, complete sequence",4.85E-47,V,Bunyavirales,Phenuviridae,Phlebovirus,Nucleoprotein,Structural,
DS651135,DS651135_1,6327,6707,380,78.00%,KU230449,"Blacklegged tick phlebovirus 3 isolate A1 L gene, complete cds",1.60E-56,V,Bunyavirales,Phenuviridae,Phlebovirus,L,Non-structural,
DS651135,DS651135_2,7381,7578,197,65.20%,KU230449,"Blacklegged tick phlebovirus 3 isolate A1 L gene, complete cds",9.14E-19,V,Bunyavirales,Phenuviridae,Phlebovirus,L,Non-structural,
DS651135,DS651135_3,6047,6370,323,70.40%,KU230449,"Blacklegged tick phlebovirus 3 isolate A1 L gene, complete cds",9.30E-41,V,Bunyavirales,Phenuviridae,Phlebovirus,L,Non-structural,
DS716185 ,DS716185 ,55,789,734,83.70%,KJ746875,"Blacklegged tick phlebovirus-1 isolate RTS1 segment S, complete sequence",3.57E-144,V,Bunyavirales,Phenuviridae,Phlebovirus,Nucleoprotein,Structural,
DS731648,DS731648_2,186783,187763,980,59.80%,KU230449,"Blacklegged tick phlebovirus 3 isolate A1 L gene, complete cds",3.74E-126,V,Bunyavirales,Phenuviridae,Phlebovirus,L,Non-structural,
DS731648,DS731648_3,122228,122761,533,65.70%,KU230450,"Blacklegged tick phlebovirus 3 isolate A1 N gene, complete cds",6.75E-75,V,Bunyavirales,Phenuviridae,Phlebovirus,Nucleoprotein,Structural,
DS778591,DS778591,9852,10340,488,69.80%,KU230449,"Blacklegged tick phlebovirus 3 isolate A1 L gene, complete cds",1.70E-64,V,Bunyavirales,Phenuviridae,Phlebovirus,L,Non-structural,
DS784132 ,DS784132 ,1694,2011,317,77.20%,MF141053,"Norway phlebovirus 1 isolate NOR/A2/Bronnoya/2014 nucleocapsid protein gene, complete cds",1.59E-31,V,Bunyavirales,Phenuviridae,Phlebovirus,Nucleoprotein,Structural,
DS821881,DS821881,644,1198,554,73.00%,KJ746875,"Blacklegged tick phlebovirus-1 isolate RTS1 segment S, complete sequence",1.45E-93,V,Bunyavirales,Phenuviridae,Phlebovirus,Nucleoprotein,Structural,
DS826508,DS826508_4,152606,153229,623,65.20%,MG407660,"Leuven phlebovirus isolate CH146_A490 segment S, complete sequence",1.58E-83,V,Bunyavirales,Phenuviridae,Phlebovirus,Nucleoprotein,Structural,
DS660774,DS660774,966,784,182,41.00%,KM817630,"Huangpi Tick Virus 3 strain H124-2 nucleocapsid (N), putative phosphoprotein (ORF2), putative matrix protein (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds",1.29E-06,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS688525 ,DS688525 ,995,1804,809,38.10%,KX343071,"Benxi bat virus strain GH1 polymerase protein (L) gene, partial cds",5.77E-43,V,Mononegavirales,Rhabdoviridae,Vesiculovirus,L,Non-structural,
DS695038,DS695038,1303,794,509,45.30%,MF975531,"Chimay rhabdovirus isolate Chimay-1, complete genome",1.18E-41,V,Mononegavirales,Rhabdoviridae,Unassigned,Nucleoprotein,Structural,
DS712793,DS712793_1,801,46,755,30.40%,MG600013,"Wuhan redfin culter dimarhabodovirus strain DSYS6218 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and L protein genes, complete cds",1.86E-14,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS712793,DS712793_3,1041,622,419,61.00%,KX343071,"Benxi bat virus strain GH1 polymerase protein (L) gene, partial cds",3.90E-13,V,Mononegavirales,Rhabdoviridae,Vesiculovirus,L,Non-structural,
DS716858,DS716858_1,24749,23643,1106,27.80%,JF911700,"Yug Bogdanovac virus, complete genome",5.01E-38,V,Mononegavirales,Rhabdoviridae,Vesiculovirus,L,Non-structural,
DS716858,DS716858_2,22173,21646,527,48.20%,JF911700,"Yug Bogdanovac virus, complete genome",1.79E-56,V,Mononegavirales,Rhabdoviridae,Vesiculovirus,L,Non-structural,
DS716858,DS716858_4,23622,23008,614,55.10%,KM817630,"Huangpi Tick Virus 3 strain H124-2 nucleocapsid (N), putative phosphoprotein (ORF2), putative matrix protein (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds",1.14E-67,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS731972,DS731972,6131,5391,740,32.40%,KY421920,"Ord River virus isolate OR1023, complete genome",4.09E-31,V,Mononegavirales,Rhabdoviridae,Hapavirus,Nucleoprotein,Structural,
DS737657,DS737657_3,5302,5580,278,31.20%,KM817629,"Bole Tick Virus 2 strain BL076 nucleocapsid (N), putative phosphoprotein (ORF2), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds",1.15E-04,V,Mononegavirales,Rhabdoviridae,Unassigned,L,Non-structural,
DS744839,DS744839,9626,9135,491,40.60%,GQ294473,"Coastal Plains virus strain DPP53, complete genome",8.00E-18,V,Mononegavirales,Rhabdoviridae,Tibrovirus,Nucleoprotein,Structural,
DS755286,DS755286,1079,588,491,44.40%,KM817630,"Huangpi Tick Virus 3 strain H124-2 nucleocapsid (N), putative phosphoprotein (ORF2), putative matrix protein (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds",1.76E-30,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS756109,DS756109_2,40477,40244,233,41.60%,KM817640,"Tacheng Tick Virus 3 strain TC255 ORF1 (ORF1) and RNA-dependent RNA polymerase (L) genes, complete cds",1.17E-10,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS761841,DS761841_1,508,1749,1241,31.70%,KM205025,"Ord River virus nucleoprotein, hypothetical protein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds",1.88E-65,V,Mononegavirales,Rhabdoviridae,Hapavirus,Nucleoprotein,Structural,
DS761841,DS761841_2,2845,6576,3731,42.10%,AF473864,"Vesicular stomatitis Indiana virus strain 98COE, complete genome",0,V,Mononegavirales,Rhabdoviridae,Vesiculovirus,L,Non-structural,
DS766768,DS766768_1,916,788,128,39.50%,KM817630,"Huangpi Tick Virus 3 strain H124-2 nucleocapsid (N), putative phosphoprotein (ORF2), putative matrix protein (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds",1.06E-04,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS766768,DS766768_3,151,2,149,41.70%,KM817630,"Huangpi Tick Virus 3 strain H124-2 nucleocapsid (N), putative phosphoprotein (ORF2), putative matrix protein (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds",8.47E-05,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS780694 ,DS780694 ,1027,326,701,37.10%,KM817660,"Wuhan Tick Virus 1 strain X78-2 nucleocapsid (N), ORF2 (ORF2), ORF3 (ORF3), and RNA-dependent RNA polymerase (L) genes, complete cds",1.50E-11,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS787752,DS787752_1,1059,124,935,45.30%,KM817630,"Huangpi Tick Virus 3 strain H124-2 nucleocapsid (N), putative phosphoprotein (ORF2), putative matrix protein (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds",7.80E-78,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS787752,DS787752_2,212,3,209,51.40%,KX884460,"Xinzhou dimarhabdovirus virus 1 strain XZSJSC65538 hypothetical protein, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds",1.27E-04,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS790120 ,DS790120 ,875,303,572,42.70%,MF975531,"Chimay rhabdovirus isolate Chimay-1, complete genome",2.46E-40,V,Mononegavirales,Rhabdoviridae,Unassigned,Nucleoprotein,Structural,
DS792218,DS792218,573,4,569,36.60%,KM817640,"Tacheng Tick Virus 3 strain TC255 ORF1 (ORF1) and RNA-dependent RNA polymerase (L) genes, complete cds",1.25E-18,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS800202,DS800202,608,1060,452,33.80%,KM205019,"Bivens Arm virus nucleoprotein, phosphoprotein, matrix, hypothetical proteins, glycoprotein, hypothetical protein, and polymerase genes, complete cds",1.36E-15,V,Mononegavirales,Rhabdoviridae,Tibrovirus,Nucleoprotein,Structural,
DS803061,DS803061,533,186,347,34.70%,KP141757,"Nayun tick rhabdovirus isolate NY-13 large polymerase protein (L) gene, partial cds",4.65E-06,V,Mononegavirales,Rhabdoviridae,Unassigned,L,Non-structural,
DS804853,DS804853,4,2271,2267,46.00%,AJ810083,"Vesicular stomatitis Indiana virus strain 98COE, complete genome",0,V,Mononegavirales,Rhabdoviridae,Vesiculovirus,L,Non-structural,
DS828704,DS828704,20958,20680,278,35.10%,KM817629,"Bole Tick Virus 2 strain BL076 nucleocapsid (N), putative phosphoprotein (ORF2), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds",2.10E-05,V,Mononegavirales,Rhabdoviridae,Unassigned,L,Non-structural,
DS841316 ,DS841316 ,137043,137579,536,45.10%,KM817630,"Huangpi Tick Virus 3 strain H124-2 nucleocapsid (N), putative phosphoprotein (ORF2), putative matrix protein (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds",1.81E-39,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS847572,DS847572_1,120378,124328,3950,46.70%,AF473864,"Vesicular stomatitis Indiana virus strain 98COE, complete genome",0,V,Mononegavirales,Rhabdoviridae,Vesiculovirus,L,Non-structural,
DS847572,DS847572_2,124655,125986,1331,31.50%,KM205025,"Ord River virus nucleoprotein, hypothetical protein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds",2.96E-62,V,Mononegavirales,Rhabdoviridae,Hapavirus,Nucleoprotein,Structural,
DS853960 ,DS853960 ,892,1107,215,42.40%,HM566194,"Jurona virus, complete genome",2.95E-06,V,Mononegavirales,Rhabdoviridae,Unassigned,Nucleoprotein,Structural,
DS865500,DS865500,1139,642,497,61.90%,KX884460,"Xinzhou dimarhabdovirus virus 1 strain XZSJSC65538 hypothetical protein, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds",1.67E-42,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS884533,DS884533_1,215,511,296,46.90%,KU296053,"Vesicular stomatitis New Jersey virus isolate 27946/COL/1998, complete genome",3.36E-07,V,Mononegavirales,Rhabdoviridae,Vesiculovirus,L,Non-structural,
DS884533,DS884533_2,1122,1505,383,34.70%,KM817629,"Bole Tick Virus 2 strain BL076 nucleocapsid (N), putative phosphoprotein (ORF2), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds",2.33E-09,V,Mononegavirales,Rhabdoviridae,Unassigned,L,Non-structural,
DS884533,DS884533_3,505,936,431,47.80%,KX884462,"Xinzhou nematode virus 4 strain XZSJSC65771 putative nucleoprotein, hypothetical protein 2, hypothetical protein 3, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds",3.59E-29,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS884533,DS884533_4,460,1164,704,41.80%,KX884462,"Xinzhou nematode virus 4 strain XZSJSC65771 putative nucleoprotein, hypothetical protein 2, hypothetical protein 3, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds",4.29E-31,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS891058,DS891058_2,876,268,608,63.80%,KX343071,"Benxi bat virus strain GH1 polymerase protein (L) gene, partial cds",5.71E-77,V,Mononegavirales,Rhabdoviridae,Vesiculovirus,L,Non-structural,
DS891058,DS891058_4,316,2,314,59.00%,KX884460,"Xinzhou dimarhabdovirus virus 1 strain XZSJSC65538 hypothetical protein, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds",9.18E-32,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS906313,DS906313_1,1229,411,818,58.00%,GU816006,"Vesicular stomatitis Indiana virus isolate 0503FRA polymerase (L) gene, partial cds",1.78E-40,V,Mononegavirales,Rhabdoviridae,Vesiculovirus,L,Non-structural,
DS906313,DS906313_2,1525,1091,434,37.50%,KJ396935,"Long Island tick rhabdovirus strain LS1, complete genome",2.56E-05,V,Mononegavirales,Rhabdoviridae,Unassigned,L,Non-structural,
DS906451,DS906451_5,9349,9164,185,80.60%,KM817630,"Huangpi Tick Virus 3 strain H124-2 nucleocapsid (N), putative phosphoprotein (ORF2), putative matrix protein (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds",4.68E-11,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS906451,DS906451_7,12918,12328,590,29.90%,KX884460,"Xinzhou dimarhabdovirus virus 1 strain XZSJSC65538 hypothetical protein, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds",8.70E-13,V,Mononegavirales,Rhabdoviridae,Dimarhabdovirus,L,Non-structural,
DS932154,DS932154_1,7141,6809,332,59.30%,GU816006,"Vesicular stomatitis Indiana virus isolate 0503FRA polymerase (L) gene, partial cds",2.03E-38,V,Mononegavirales,Rhabdoviridae,Vesiculovirus,L,Non-structural,
DS932154,DS932154_7,9414,9295,119,56.00%,KX343071,"Benxi bat virus strain GH1 polymerase protein (L) gene, partial cds",1.89E-105,V,Mononegavirales,Rhabdoviridae,Vesiculovirus,L,Non-structural,
DS976825,DS976825,26,724,698,35.20%,MF615270,"New Kent County virus isolate RTS126, complete genome",7.27E-44,V,Mononegavirales,Rhabdoviridae,Ephemerovirus,Nucleoprotein,Structural,
DS657283,DS657283,4459,3128,1331,35.20%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",1.24E-60,V,Mononegavirales,Unassigned,Unassigned,Nucleoprotein,Structural,
DS676225,DS676225,2330,1368,962,35.50%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",2.41E-49,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS695981,DS695981_1,86800,87534,734,44.60%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",1.92E-55,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS695981,DS695981_2,87428,87799,371,56.80%,MF141073,"Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",1.26E-16,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
DS696540,DS696540_4,172457,171447,1010,43.30%,MF141072,"Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds",1.05E-81,V,Mononegavirales,Unassigned,Unassigned,L,Non-structural,
